run_name,dataset,model,features,accuracy,latency_ms,model_size_mb,memory_mb,dos_precision,dos_recall,dos_f1,fuzzy_precision,fuzzy_recall,fuzzy_f1,impersonation_precision,impersonation_recall,impersonation_f1,normal_precision,normal_recall,normal_f1
rf_basic_otids_20260629_133044,otids,random_forest,basic,0.8827937504335159,0.041414580000491696,52.29061794281006,0.0,1.0,1.0,1.0,0.6559391456992393,0.09360387441549767,0.1638290098648155,0.963501218929855,0.6161780542295514,0.7516567652883164,0.8590233226649993,0.9909578440543524,0.9202860171058729
xgb_basic_otids_20260629_133258,otids,xgboost,basic,0.8793152181452452,0.014400000000023283,1.009531021118164,0.0,1.0,1.0,1.0,0.6367200818274804,0.10395791583166333,0.1787337895391683,0.9563676915724072,0.6030425767876947,0.7396776188845051,0.8563799338894386,0.9895368428028517,0.9181556901380636
